trp_merc_rus_range|Rus Mercenary Archer
trp_merc_rus_range_pl|Rus Mercenary Archers
trp_merc_rus_horse|Rus Mercenary Horseman
trp_merc_rus_horse_pl|Rus Mercenary Horsemen
trp_merc_latin_spearman|Latin Mercenary Spearman
trp_merc_latin_spearman_pl|Latin Mercenary Spearmen
trp_merc_latin_guisarmer|Latin Mercenary Guisarmer
trp_merc_latin_guisarmer_pl|Latin Mercenary Guisarmer
trp_merc_latin_range|Latin Mercenary Crossbowman
trp_merc_latin_range_pl|Latin Mercenary Crossbowmen
trp_merc_latin_horse|Latin Mercenary Horseman
trp_merc_latin_horse_pl|Latin Mercenary Horsemen
trp_merc_latin_light|Latin Light Infantry
trp_merc_latin_light_pl|Latin Light Infantry
trp_merc_balkan_spearman|Balkan Mercenary Spearman
trp_merc_balkan_spearman_pl|Balkan Mercenary Spearmen
trp_merc_balkan_guisarmer|Balkan Mercenary Guisarmer
trp_merc_balkan_guisarmer_pl|Balkan Mercenary Guisarmer
trp_merc_balkan_range|Balkan Mercenary Archer
trp_merc_balkan_range_pl|Balkan Mercenary Archers
trp_merc_balkan_horse|Balkan Mercenary Horseman
trp_merc_balkan_horse_pl|Balkan Mercenary Horsemen
trp_merc_scan_spearman|Scandinavian Mercenary Spearman
trp_merc_scan_spearman_pl|Scandinavian Mercenary Spearmen
trp_merc_scan_guisarmer|Scandinavian Mercenary Guisarmer
trp_merc_scan_guisarmer_pl|Scandinavian Mercenary Guisarmer
trp_merc_scan_range|Scandinavian Mercenary Crossbowman
trp_merc_scan_range_pl|Scandinavian Mercenary Crossbowmen
trp_merc_scan_horse|Scandinavian Mercenary Horseman
trp_merc_scan_horse_pl|Scandinavian Mercenary Horsemen
trp_merc_veteran_euro_spearman|Veteran Euro Mercenary Spearman
trp_merc_veteran_euro_spearman_pl|Veteran Euro Mercenary Spearmen
trp_merc_veteran_euro_guisarmer|Veteran Euro Mercenary Guisarmer
trp_merc_veteran_euro_guisarmer_pl|Veteran Euro Mercenary Guisarmer
trp_merc_veteran_euro_range|Veteran Euro Mercenary Crossbowman
trp_merc_veteran_euro_range_pl|Veteran Euro Mercenary Crossbowmen
trp_merc_veteran_euro_horse|Veteran Euro Mercenary Horseman
trp_merc_veteran_euro_horse_pl|Veteran Euro Mercenary Horseman
trp_merc_veteran_balt_spearman|Veteran Baltic Mercenary Spearman
trp_merc_veteran_balt_spearman_pl|Veteran Baltic Mercenary Spearmen
trp_merc_veteran_balt_guisarmer|Veteran Baltic Mercenary Axeman
trp_merc_veteran_balt_guisarmer_pl|Veteran Baltic Mercenary Axemen
trp_merc_veteran_balt_range|Veteran Baltic Mercenary Archer
trp_merc_veteran_balt_range_pl|Veteran Baltic Mercenary Archers
trp_merc_veteran_balt_horse|Veteran Baltic Mercenary Horseman
trp_merc_veteran_balt_horse_pl|Veteran Baltic Mercenary Horsemen
trp_merc_veteran_mamluke_spearman|Veteran Mamluke Spearman
trp_merc_veteran_mamluke_spearman_pl|Veteran Mamluke Spearmen
trp_merc_veteran_mamluke_javalin|Veteran Mamluke Javelinman
trp_merc_veteran_mamluke_javalin_pl|Veteran Mamluke Javelinmen
trp_merc_veteran_mamluke_range|Veteran Mamluke Archer
trp_merc_veteran_mamluke_range_pl|Veteran Mamluke Archers
trp_merc_veteran_mamluke_syrian|Veteran Mamluke Horse Archer
trp_merc_veteran_mamluke_syrian_pl|Veteran Mamluke Horse Archers
trp_merc_veteran_maghreb_spearman|Veteran Muslim Mercenary Spearman
trp_merc_veteran_maghreb_spearman_pl|Veteran Muslim Mercenary Spearmen
trp_merc_veteran_maghreb_range|Veteran Muslim Mercenary Archer
trp_merc_veteran_maghreb_range_pl|Veteran Muslim Mercenary Archers
trp_merc_veteran_maghreb_horse|Veteran Muslim Mercenary Horseman
trp_merc_veteran_maghreb_horse_pl|Veteran Muslim Mercenary Horsemen
trp_merc_veteran_rus_spearman|Veteran Rus Mercenary Spearman
trp_merc_veteran_rus_spearman_pl|Veteran Rus Mercenary Spearmen
trp_merc_veteran_rus_guisarmer|Veteran Rus Mercenary guisarmer
trp_merc_veteran_rus_guisarmer_pl|Veteran Rus Mercenary guisarmer
trp_merc_veteran_rus_range|Veteran Rus Mercenary Archer
trp_merc_veteran_rus_range_pl|Veteran Rus Mercenary Archers
trp_merc_veteran_rus_horse|Veteran Rus Mercenary Horseman
trp_merc_veteran_rus_horse_pl|Veteran Rus Mercenary Horsemen
trp_merc_veteran_latin_spearman|Veteran Latin Mercenary Spearman
trp_merc_veteran_latin_spearman_pl|Veteran Latin Mercenary Spearmen
trp_merc_veteran_latin_guisarmer|Veteran Latin Mercenary Guisarmer
trp_merc_veteran_latin_guisarmer_pl|Veteran Latin Mercenary Guisarmer
trp_merc_veteran_latin_range|Veteran Latin Mercenary Crossbowman
trp_merc_veteran_latin_range_pl|Veteran Latin Mercenary Crossbowmen
trp_merc_veteran_latin_horse|Veteran Latin Mercenary Horseman
trp_merc_veteran_latin_horse_pl|Veteran Latin Mercenary Horsemen
trp_merc_veteran_latin_light|Veteran Latin Light Infantry
trp_merc_veteran_latin_light_pl|Veteran Latin Light Infantry
trp_merc_veteran_balkan_spearman|Veteran Balkan Mercenary Spearman
trp_merc_veteran_balkan_spearman_pl|Veteran Balkan Mercenary Spearmen
trp_merc_veteran_balkan_guisarmer|Veteran Balkan Mercenary Guisarmer
trp_merc_veteran_balkan_guisarmer_pl|Veteran Balkan Mercenary Guisarmer
trp_merc_veteran_balkan_range|Veteran Balkan Mercenary Archer
trp_merc_veteran_balkan_range_pl|Veteran Balkan Mercenary Archers
trp_merc_veteran_balkan_horse|Veteran Balkan Mercenary Horseman
trp_merc_veteran_balkan_horse_pl|Veteran Balkan Mercenary Horsemen
trp_merc_veteran_scan_spearman|Veteran Scandinavian Mercenary Spearman
trp_merc_veteran_scan_spearman_pl|Veteran Scandinavian Mercenary Spearmen
trp_merc_veteran_scan_guisarmer|Veteran Scandinavian Mercenary Guisarmer
trp_merc_veteran_scan_guisarmer_pl|Veteran Scandinavian Mercenary Guisarmer
trp_merc_veteran_scan_range|Veteran Scandinavian Mercenary Crossbowman
trp_merc_veteran_scan_range_pl|Veteran Scandinavian Mercenary Crossbowmen
trp_merc_veteran_scan_horse|Veteran Scandinavian Mercenary Horseman
trp_merc_veteran_scan_horse_pl|Veteran Scandinavian Mercenary Horsemen
trp_merc_elite_euro_spearman|Elite Euro Mercenary Spearman
trp_merc_elite_euro_spearman_pl|Elite Euro Mercenary Spearmen
trp_merc_elite_euro_guisarmer|Elite Euro Mercenary Guisarmer
trp_merc_elite_euro_guisarmer_pl|Elite Euro Mercenary Guisarmer
trp_merc_elite_euro_range|Elite Euro Mercenary Crossbowman
trp_merc_elite_euro_range_pl|Elite Euro Mercenary Crossbowmen
trp_merc_elite_euro_horse|Elite Euro Mercenary Horseman
trp_merc_elite_euro_horse_pl|Elite Euro Mercenary Horseman
trp_merc_elite_balt_spearman|Elite Baltic Mercenary Spearman
trp_merc_elite_balt_spearman_pl|Elite Baltic Mercenary Spearmen
trp_merc_elite_balt_guisarmer|Elite Baltic Mercenary Axeman
trp_merc_elite_balt_guisarmer_pl|Elite Baltic Mercenary Axemen
trp_merc_elite_balt_range|Elite Baltic Mercenary Archer
trp_merc_elite_balt_range_pl|Elite Baltic Mercenary Archers
trp_merc_elite_balt_horse|Elite Baltic Mercenary Horseman
trp_merc_elite_balt_horse_pl|Elite Baltic Mercenary Horsemen
trp_merc_elite_mamluke_spearman|Elite Mamluke Spearman
trp_merc_elite_mamluke_spearman_pl|Elite Mamluke Spearmen
trp_merc_elite_mamluke_javalin|Elite Mamluke Javelinman
trp_merc_elite_mamluke_javalin_pl|Elite Mamluke Javelinmen
trp_merc_elite_mamluke_range|Elite Mamluke Archer
trp_merc_elite_mamluke_range_pl|Elite Mamluke Archers
trp_merc_elite_mamluke_syrian|Elite Mamluke Horse Archer
trp_merc_elite_mamluke_syrian_pl|Elite Mamluke Horse Archers
trp_merc_elite_maghreb_spearman|Elite Muslim Mercenary Spearman
trp_merc_elite_maghreb_spearman_pl|Elite Muslim Mercenary Spearmen
trp_merc_elite_maghreb_range|Elite Muslim Mercenary Archer
trp_merc_elite_maghreb_range_pl|Elite Muslim Mercenary Archers
trp_merc_elite_maghreb_horse|Elite Muslim Mercenary Horseman
trp_merc_elite_maghreb_horse_pl|Elite Muslim Mercenary Horsemen
trp_merc_elite_rus_spearman|Elite Rus Mercenary Spearman
trp_merc_elite_rus_spearman_pl|Elite Rus Mercenary Spearmen
trp_merc_elite_rus_guisarmer|Elite Rus Mercenary Guisarmer
trp_merc_elite_rus_guisarmer_pl|Elite Rus Mercenary Guisarmer
trp_merc_elite_rus_range|Elite Rus Mercenary Archer
trp_merc_elite_rus_range_pl|Elite Rus Mercenary Archers
trp_merc_elite_rus_horse|Elite Rus Mercenary Horseman
trp_merc_elite_rus_horse_pl|Elite Rus Mercenary Horsemen
trp_merc_elite_latin_spearman|Elite Latin Mercenary Spearman
trp_merc_elite_latin_spearman_pl|Elite Latin Mercenary Spearmen
trp_merc_elite_latin_guisarmer|Elite Latin Mercenary Guisarmer
trp_merc_elite_latin_guisarmer_pl|Elite Latin Mercenary Guisarmer
trp_merc_elite_latin_range|Elite Latin Mercenary Crossbowman
trp_merc_elite_latin_range_pl|Elite Latin Mercenary Crossbowmen
trp_merc_elite_latin_horse|Elite Latin Mercenary Horseman
trp_merc_elite_latin_horse_pl|Elite Latin Mercenary Horsemen
trp_merc_elite_latin_light|Elite Latin Light Infantry
trp_merc_elite_latin_light_pl|Elite Latin Light Infantry
trp_merc_elite_balkan_spearman|Elite Balkan Mercenary Spearman
trp_merc_elite_balkan_spearman_pl|Elite Balkan Mercenary Spearmen
trp_merc_elite_balkan_guisarmer|Elite Balkan Mercenary Guisarmer
trp_merc_elite_balkan_guisarmer_pl|Elite Balkan Mercenary Guisarmer
trp_merc_elite_balkan_range|Elite Balkan Mercenary Archer
trp_merc_elite_balkan_range_pl|Elite Balkan Mercenary Archers
trp_merc_elite_balkan_horse|Elite Balkan Mercenary Horseman
trp_merc_elite_balkan_horse_pl|Elite Balkan Mercenary Horsemen
trp_merc_elite_scan_spearman|Elite Scandinavian Mercenary Spearman
trp_merc_elite_scan_spearman_pl|Elite Scandinavian Mercenary Spearmen
trp_merc_elite_scan_guisarmer|Elite Scandinavian Mercenary Guisarmer
trp_merc_elite_scan_guisarmer_pl|Elite Scandinavian Mercenary Guisarmer
trp_merc_elite_scan_range|Elite Scandinavian Mercenary Crossbowman
trp_merc_elite_scan_range_pl|Elite Scandinavian Mercenary Crossbowmen
trp_merc_elite_scan_horse|Elite Scandinavian Mercenary Horseman
trp_merc_elite_scan_horse_pl|Elite Scandinavian Mercenary Horsemen
trp_merc_gaelic_spearman|Gaelic Mercenary Spearman
trp_merc_gaelic_spearman_pl|Gaelic Mercenary Spearmen
trp_merc_gaelic_axeman|Gaelic Mercenary Axeman
trp_merc_gaelic_axeman_pl|Gaelic Mercenary Axemen
trp_merc_veteran_gaelic_spearman|Veteran Gaelic Mercenary Spearman
trp_merc_veteran_gaelic_spearman_pl|Veteran Gaelic Mercenary Spearmen
trp_merc_veteran_gaelic_axeman|Veteran Gaelic Mercenary Axeman
trp_merc_veteran_gaelic_axeman_pl|Veteran Gaelic Mercenary Axemen
trp_merc_elite_gaelic_spearman|Elite Gaelic Mercenary Spearman
trp_merc_elite_gaelic_spearman_pl|Elite Gaelic Mercenary Spearmen
trp_merc_elite_gaelic_axeman|Elite Gaelic Mercenary Axeman
trp_merc_elite_gaelic_axeman_pl|Elite Gaelic Mercenary Axemen
trp_genoese_crossbowman|Genoese Crossbowman
trp_genoese_crossbowman_pl|Genoese Crossbowmen
trp_genoese_crossbowman_commander|Geonese Sergeant Crossbowman
trp_genoese_crossbowman_commander_pl|Geonese Sergeant Crossbowmen
trp_merc_brabantine_spearman|Low Countries Spearman
trp_merc_brabantine_spearman_pl|Low Countries Spearmen
trp_merc_brabantine_xbow|Low Countries Crossbowman
trp_merc_brabantine_xbow_pl|Low Countries Crossbowmen
trp_merc_brabantine_guisarm|Low Countries Guisarmer
trp_merc_brabantine_guisarm_pl|Low Countries Guisarmer
trp_merc_welsh_bowman|Welsh Mercenary Bowman
trp_merc_welsh_bowman_pl|Welsh Mercenary Bowmen
trp_merc_welsh_veteran_bowman|Veteran Welsh Mercenary Bowman
trp_merc_welsh_veteran_bowman_pl|Veteran Welsh Mercenary Bowmen
trp_merc_welsh_elite_bowman|Elite Welsh Mercenary Bowman
trp_merc_welsh_elite_bowman_pl|Elite Welsh Mercenary Bowmen
trp_merc_kern_infantry|Mercenary Kern
trp_merc_kern_infantry_pl|Mercenary Kerns
trp_merc_veteran_kern_infantry|Veteran Mercenary Kern
trp_merc_veteran_kern_infantry_pl|Veteran Mercenary Kerns
trp_merc_elite_kern_infantry|Elite Mercenary Kern
trp_merc_elite_kern_infantry_pl|Elite Mercenary Kerns
trp_merc_sicily_foot_archer_1|Mercenary Sicilian Muslim Archer
trp_merc_sicily_foot_archer_1_pl|Mercenary Sicilian Muslim Archers
trp_merc_sicily_foot_archer_2|Guard Sicilian Muslim Foot Archers
trp_merc_sicily_foot_archer_2_pl|Guard Sicilian Muslim Foot Archers
trp_merc_sicily_infantry_1|Mercenary Sicilian Muslim Footman
trp_merc_sicily_infantry_1_pl|Mercenary Sicilian Muslim Footmen
trp_merc_sicily_infantry_2|Guard Sicilian Muslim Footman
trp_merc_sicily_infantry_2_pl|Guard Sicilian Muslim Footman
trp_merc_sicily_horse_archer_1|Mercenary Sicilian Muslim Horse Archer
trp_merc_sicily_horse_archer_1_pl|Mercenary Sicilian Muslim Horse Archers
trp_merc_sicily_horse_archer_2|Guard Sicilian Muslim Horse Archer
trp_merc_sicily_horse_archer_2_pl|Guard Sicilian Muslim Horse Archers
trp_cuman_tribesman|Cuman Tribesman
trp_cuman_tribesman_pl|Cuman Tribesmen
trp_cuman_skirmisher|Cuman Skirmisher
trp_cuman_skirmisher_pl|Cuman Skirmishers
trp_cuman_horseman|Cuman Horseman
trp_cuman_horseman_pl|Cuman Horsemen
trp_cuman_horse_archer|Cuman Horse Archer
trp_cuman_horse_archer_pl|Cuman Horse Archers
trp_cuman_veteran_horse_archer|Cuman Veteran Horse Archer
trp_cuman_veteran_horse_archer_pl|Cuman Veteran Horse Archers
trp_cuman_lancer|Cuman Lancer
trp_cuman_lancer_pl|Cuman Lancers
trp_cuman_heavy_lancer|Cuman Heavy Lancer
trp_cuman_heavy_lancer_pl|Cuman Heavy Lancers
trp_crusader_turkopole|Turcopole
trp_crusader_turkopole_pl|Turcopoles
trp_crusader_turkopole_veteran|Veteran Turcopole
trp_crusader_turkopole_veteran_pl|Veteran Turcopoles
trp_crusader_turkopole_elite|Elite Turcopole
trp_crusader_turkopole_elite_pl|Elite Turcopoles
trp_saint_lazarus_half_brother|Order of Saint Lazarus Sergeant
trp_saint_lazarus_half_brother_pl|Order of Saint Lazarus Sergeants
trp_saint_lazarus_knight|Order of Saint Lazarus Knight
trp_saint_lazarus_knight_pl|Order of Saint Lazarus Knights
trp_santiago_half_brother|Order of Santiago Sergeant
trp_santiago_half_brother_pl|Order of Santiago Sergeants
trp_santiago_knight|Order of Santiago Knight
trp_santiago_knight_pl|Order of Santiago Knights
trp_calatrava_half_brother|Order of Calatrava Sergeant
trp_calatrava_half_brother_pl|Order of Calatrava Sergeants
trp_calatrava_knight|Order of Calatrava Knight
trp_calatrava_knight_pl|Order of Calatrava Knights
trp_saint_thomas_half_brother|Order of Saint Thomas of Acre Sergeant
trp_saint_thomas_half_brother_pl|Order of Saint Thomas of Acre Sergeants
trp_saint_thomas_knight|Order of Saint Thomas of Acre Knight
trp_saint_thomas_knight_pl|Order of Saint Thomas of Acre Knights
trp_varangian_guard|Varangian Guard
trp_varangian_guard_pl|Varangian Guards
trp_georgian_lancer|Georgian Lancer
trp_georgian_lancer_pl|Georgian Lancers
trp_goergian_horse_archer|Georgian Horse Archer
trp_goergian_horse_archer_pl|Georgian Horse Archers
trp_kwarezmian_range|Kwarezmian Archer
trp_kwarezmian_range_pl|Kwarezmian Archers
trp_kwarezmian_light_horse|Kwarezmian Light Horseman
trp_kwarezmian_light_horse_pl|Kwarezmian Light Horsemen
trp_kwarezmian_medium_horse|Kwarezmian Medium Horseman
trp_kwarezmian_medium_horse_pl|Kwarezmian Medium Horsemen
trp_mordovian_foot|Mordovian Footman
trp_mordovian_foot_pl|Mordovian Footmen
trp_mordovian_range|Mordovian Archer
trp_mordovian_range_pl|Mordovian Archers
trp_mordovian_horse|Mordovian Horseman
trp_mordovian_horse_pl|Mordovian Horsemen
trp_kipchak_range|Kipchak Archer
trp_kipchak_range_pl|Kipchak Archers
trp_kipchak_light_horse|Kipchak Light Horseman
trp_kipchak_light_horse_pl|Kipchak Light Horsemen
trp_kipchak_medium_horse|Kipchak Medium Horseman
trp_kipchak_medium_horse_pl|Kipchak Medium Horsemen
trp_mamluke_light_horse_archer|Junior Mamluk of the Amirs
trp_mamluke_light_horse_archer_pl|Junior Mamluks of the Amirs
trp_mamluke_medium_horse_archer|Senior Mamluk of the Amir
trp_mamluke_medium_horse_archer_pl|Senior Mamluks of the Amirs
trp_mamluke_heavy_horse_archer|Elite Mamluk
trp_mamluke_heavy_horse_archer_pl|Elite Mamluks
trp_mamluke_elite_horse_archer|Royal Mamluk
trp_mamluke_elite_horse_archer_pl|Royal Mamluks
trp_mercenaries_end|mercenaries end
trp_mercenaries_end_pl|mercenaries end
trp_finn_village_recruit|Finnish Levy
trp_finn_village_recruit_pl|Finnish Levy
trp_finn_archer_recruit|Finnish Archer
trp_finn_archer_recruit_pl|Finnish Archers
trp_finn_footman|Finnish Footman
trp_finn_footman_pl|Finnish Footmen
trp_finn_skirmisher|Finnish Skirmisher
trp_finn_skirmisher_pl|Finnish Skirmishers
trp_finn_jav|Finnish Javalinier
trp_finn_jav_pl|Finnish Javaliniers
trp_finn_billman|Finnish Axeman
trp_finn_billman_pl|Finnish Axemen
trp_finn_veteran_billman|Finnish Veteran Axeman
trp_finn_veteran_billman_pl|Finnish Veteran Axemen
trp_finn_spearman|Finnish Spearman
trp_finn_spearman_pl|Finnish Spearmen
trp_finn_veteran_spearman|Finnish Veteran Spearman
trp_finn_veteran_spearman_pl|Finnish Veteran Spearmen
trp_finn_archer|Finnish Archer
trp_finn_archer_pl|Finnish Archers
trp_finn_veteran_archer|Finnish Veteran Archer
trp_finn_veteran_archer_pl|Finnish Veteran Archers
trp_finn_noble_1|Finnish Poor Noble
trp_finn_noble_1_pl|Finnish Poor Nobles
trp_finn_noble_2|Finnish Noble
trp_finn_noble_2_pl|Finnish Nobles
trp_finn_noble_3|Finnish Rich Noble
trp_finn_noble_3_pl|Finnish Rich Nobles
trp_finn_noble_4|Finnish Magnate
trp_finn_noble_4_pl|Finnish Magnates
trp_mazovian_town_recruit|Mazovian Commoner Levy
trp_mazovian_town_recruit_pl|Mazovian Commoner Levies
trp_mazovian_village_recruit|Mazovian Village Levy
trp_mazovian_village_recruit_pl|Mazovian Village Levies
trp_mazovian_archer_1|Mazovian Archer
trp_mazovian_archer_1_pl|Mazovian Archers
trp_mazovian_archer_2|Mazovian Veteran Archer
trp_mazovian_archer_2_pl|Mazovian Veteran Archers
trp_mazovian_archer_3|Mazovian Sergeant Archer
trp_mazovian_archer_3_pl|Mazovian Sergeant Archers
trp_mazovian_xbow_1|Mazovian Crossbowman
trp_mazovian_xbow_1_pl|Mazovian Crossbowmen
trp_mazovian_xbow_2|Mazovian Veteran Crossbowman
trp_mazovian_xbow_2_pl|Mazovian Veteran Crossbowmen
trp_mazovian_spearman_1|Mazovian Spearman
trp_mazovian_spearman_1_pl|Mazovian Spearmen
trp_mazovian_spearman_2|Mazovian Veteran Spearman
trp_mazovian_spearman_2_pl|Mazovian Veteran Spearmen
trp_mazovian_spearman_3|Mazovian Sergeant Spearman
trp_mazovian_spearman_3_pl|Mazovian Sergeant Spearmen
trp_mazovian_guisarm_1|Mazovian Axeman
trp_mazovian_guisarm_1_pl|Mazovian Axemen
trp_mazovian_guisarm_2|Mazovian Veteran Axeman
trp_mazovian_guisarm_2_pl|Mazovian Veteran Axemen
trp_mazovian_guisarm_3|Mazovian Sergeant Axeman
trp_mazovian_guisarm_3_pl|Mazovian Sergeant Axemen
trp_mazovian_horse_1|Mazovian Squire
trp_mazovian_horse_1_pl|Mazovian Squires
trp_mazovian_horse_2|Mazovian Man-at-arms
trp_mazovian_horse_2_pl|Mazovian Men-at-arms
trp_mazovian_horse_3|Mazovian Lesser Noble
trp_mazovian_horse_3_pl|Mazovian Lesser Nobles
trp_mazovian_horse_4|Mazovian Senior Noble
trp_mazovian_horse_4_pl|Mazovian Senior Nobles
trp_serbian_vil_recruit|Serbian Levy
trp_serbian_vil_recruit_pl|Serbian Levies
trp_serbian_vil_skirmisher|Serbian Skirmisher
trp_serbian_vil_skirmisher_pl|Serbian Skirmishers
trp_serbian_vil_archer|Serbian Archer
trp_serbian_vil_archer_pl|Serbian Archers
trp_serbian_vil_archer_veteran|Serbian Veteran Archer
trp_serbian_vil_archer_veteran_pl|Serbian Veteran Archers
trp_serbian_vil_footman|Serbian Footman
trp_serbian_vil_footman_pl|Serbian Footmen
trp_serbian_vil_axeman|Serbian Axeman
trp_serbian_vil_axeman_pl|Serbian Axemen
trp_serbian_vil_axeman_veteran|Serbian Veteran Axeman
trp_serbian_vil_axeman_veteran_pl|Serbian Veteran Axemen
trp_serbian_vil_spearman|Serbian Spearman
trp_serbian_vil_spearman_pl|Serbian Spearmen
trp_serbian_vil_spearman_veteran|Serbian Veteran Spearman
trp_serbian_vil_spearman_veteran_pl|Serbian Veteran Spearmen
trp_serbian_town_recruit|Serbian Town Levy
trp_serbian_town_recruit_pl|Serbian Town Levies
trp_serbian_town_skirmisher|Serbian Town Skirmisher
trp_serbian_town_skirmisher_pl|Serbian Town Skirmishers
trp_serbian_town_archer|Serbian Town Archer
trp_serbian_town_archer_pl|Serbian Town Archers
trp_serbian_town_archer_veteran|Serbian Veteran Town Archer
trp_serbian_town_archer_veteran_pl|Serbian Veteran Town Archers
trp_serbian_horse_1|Serbian Squire
trp_serbian_horse_1_pl|Serbian Squires
trp_serbian_horse_2|Serbian Knight
trp_serbian_horse_2_pl|Serbian Knights
trp_serbian_horse_3|Serbian Noble
trp_serbian_horse_3_pl|Serbian Nobles
trp_serbian_horse_4|Serbian Standard-bearer
trp_serbian_horse_4_pl|Serbian Standard-bearer
trp_welsh_recruit|Welsh levy
trp_welsh_recruit_pl|Welsh levies
trp_welsh_archer_recruit|Welsh Novice Archer
trp_welsh_archer_recruit_pl|Welsh Novice Archers
trp_welsh_archer_1|Welsh Archer
trp_welsh_archer_1_pl|Welsh Archers
trp_welsh_archer_2|Welsh Veteran Archer
trp_welsh_archer_2_pl|Welsh Veteran Archers
trp_welsh_spearman_1|Welsh Spearman
trp_welsh_spearman_1_pl|Welsh Spearmen
trp_welsh_spearman_2|Welsh Veteran Spearman
trp_welsh_spearman_2_pl|Welsh Veteran Spearmen
trp_welsh_horse_1|Welsh Servant
trp_welsh_horse_1_pl|Welsh Servants
trp_welsh_horse_2|Welsh Squire
trp_welsh_horse_2_pl|Welsh Squires
trp_welsh_horse_3|Welsh Lesser Noble
trp_welsh_horse_3_pl|Welsh Lesser Nobles
trp_welsh_horse_4|Welsh Knight
trp_welsh_horse_4_pl|Welsh Knights
trp_teu_village_recruit|Baltic Villager
trp_teu_village_recruit_pl|Baltic Villagers
trp_teu_balt_1|Baltic Tribesman
trp_teu_balt_1_pl|Baltic Tribesmen
